model,seed,policy,mrt,ratio,n_jobs,n_busy
T=2000,6,fcfs,28.2031560722236,1.097629746517718,12129,2500
T=2000,6,static,26.492918624783574,1.0310695540657993,12129,2500
T=2000,6,kupd_50,28.800930826943688,1.1208943538835692,12129,2500
T=2000,6,kupd_200,26.397900074202326,1.027371557028805,12129,2500
T=2000,6,kupd_500,26.09039739467392,1.0154039571148115,12129,2500
T=2000,6,kupd_2000,25.856823316019454,1.006313561128984,12129,2500
T=2000,7,genie,24.98015361588152,1.0,12694,2500
T=2000,7,fcfs,27.699060973688358,1.1088426996733218,12694,2500
T=2000,7,static,26.0938285804317,1.0445823905519198,12694,2500
T=2000,7,kupd_50,27.62777926579486,1.1059891660646182,12694,2500
T=2000,7,kupd_200,25.88544272884827,1.036240334102317,12694,2500
T=2000,7,kupd_500,25.21917756420356,1.009568553980792,12694,2500
T=2000,7,kupd_2000,25.16923349613991,1.0075692040635882,12694,2500
T=2000,9,genie,26.48403362047336,1.0,11957,2500
T=2000,9,fcfs,28.94712971481141,1.0930030572244087,11957,2500
T=2000,9,static,27.406039140252574,1.034813636509903,11957,2500
T=2000,9,kupd_50,29.468646817763652,1.1126948122805225,11957,2500
T=2000,9,kupd_200,27.710869783390482,1.046323614465159,11957,2500
T=2000,9,kupd_500,26.886657188257924,1.015202501762168,11957,2500
T=2000,9,kupd_2000,26.744411641716155,1.0098315092396466,11957,2500
T=2000,8,genie,27.48123852857253,1.0,12967,2500
T=2000,8,fcfs,30.07199197964063,1.0942735331369606,12967,2500
T=2000,8,static,28.76034317883859,1.046544650778245,12967,2500
T=2000,8,kupd_50,32.12630909231125,1.169026973035047,12967,2500
T=2000,8,kupd_200,28.28666692372947,1.0293083004362968,12967,2500
T=2000,8,kupd_500,27.791436723991666,1.0112876352023443,12967,2500
T=2000,8,kupd_2000,27.78550165805506,1.0110716672818871,12967,2500
T=2000,10,genie,24.42364558525183,1.0,11337,2500
T=2000,10,fcfs,26.800277851283408,1.0973086617121035,11337,2500
T=2000,10,static,25.196544059274938,1.0316454999039875,11337,2500
T=2000,10,kupd_50,27.02299638352298,1.1064276333849505,11337,2500
T=2000,10,kupd_200,25.365095704330948,1.0385466664177117,11337,2500
T=2000,10,kupd_500,24.71786627855694,1.0120465510473495,11337,2500
T=2000,10,kupd_2000,24.71837258534004,1.0120672812361058,11337,2500
T=2000,12,genie,25.35861820827943,1.0,12368,2500
T=2000,12,fcfs,27.48267787839586,1.0837608600228437,12368,2500
T=2000,12,static,26.738002910737386,1.0543951050932103,12368,2500
T=2000,12,kupd_50,27.90663971539456,1.1004795090247945,12368,2500
T=2000,12,kupd_200,26.071613033635188,1.0281164698919978,12368,2500
T=2000,12,kupd_500,25.778005336351875,1.0165382484419248,12368,2500
T=2000,12,kupd_2000,25.673389391979306,1.0124127892582533,12368,2500
T=2000,11,genie,29.251519362898186,1.0,12808,2500
T=2000,11,fcfs,32.957229075577764,1.126684349852261,12808,2500
T=2000,11,static,30.312697532792008,1.0362777111413841,12808,2500
T=2000,11,kupd_50,32.86583307307933,1.1235598624926622,12808,2500
T=2000,11,kupd_200,29.99406152404747,1.0253847382058077,12808,2500
T=2000,11,kupd_500,29.599423016864463,1.011893524218354,12808,2500
T=2000,11,kupd_2000,29.58065193628982,1.0112518112070819,12808,2500
T=2000,13,genie,25.6332901239569,1.0,12343,2500
T=2000,13,fcfs,28.42058413675767,1.1087372709208234,12343,2500
T=2000,13,static,26.647693429474195,1.0395736677036722,12343,2500
T=2000,13,kupd_50,28.322305760349995,1.104903257575973,12343,2500
T=2000,13,kupd_200,26.356226201085637,1.0282030154394062,12343,2500
T=2000,13,kupd_500,25.784963137000734,1.0059170325896667,12343,2500
T=2000,13,kupd_2000,25.882485619379406,1.0097215571710636,12343,2500
T=2000,16,genie,22.56733991885694,1.0,11338,2500
T=2000,16,fcfs,24.516709296172166,1.0863801132222217,11338,2500
T=2000,16,static,23.590961368848124,1.045358533778093,11338,2500
T=2000,16,kupd_50,24.56086082201447,1.0883365478751783,11338,2500
T=2000,16,kupd_200,23.171438525313107,1.0267687112716102,11338,2500
T=2000,16,kupd_500,22.743837537484566,1.0078209314550248,11338,2500
T=2000,16,kupd_2000,22.721739283824302,1.0068417175228679,11338,2500
T=2000,14,genie,25.672274374176546,1.0,12144,2500
T=2000,14,fcfs,27.994724967061924,1.0904653229797787,12144,2500
T=2000,14,static,27.13491600790514,1.056973589967543,12144,2500
T=2000,14,kupd_50,28.679176548089593,1.1171264427174266,12144,2500
T=2000,14,kupd_200,26.426946640316203,1.0293963929778958,12144,2500
T=2000,14,kupd_500,25.929326416337286,1.0100128270060602,12144,2500
T=2000,14,kupd_2000,25.98054512516469,1.012007925222949,12144,2500
T=2000,17,genie,23.01662936474548,1.0,11885,2500
T=2000,17,fcfs,25.137687000420698,1.0921532689284226,11885,2500
T=2000,17,static,23.97738157341186,1.04174165528068,11885,2500
T=2000,17,kupd_50,24.81716196886832,1.078227466567312,11885,2500
T=2000,17,kupd_200,23.573899032393776,1.0242116106062804,11885,2500
T=2000,17,kupd_500,23.204288599074463,1.008153202250214,11885,2500
T=2000,17,kupd_2000,23.270681531342028,1.0110377658939793,11885,2500
T=2000,15,genie,25.13699345374241,1.0,12679,2500
T=2000,15,fcfs,27.563637510844703,1.0965367660841323,12679,2500
T=2000,15,static,26.34733417461945,1.0481497806451807,12679,2500
T=2000,15,kupd_50,27.837183531824277,1.1074189752665056,12679,2500
T=2000,15,kupd_200,25.636653521571102,1.0198774793313359,12679,2500
T=2000,15,kupd_500,25.355159712911114,1.008679091219488,12679,2500
T=2000,15,kupd_2000,25.39533480558403,1.0102773369582574,12679,2500
T=2000,19,genie,27.70017682608371,1.0,13403,2500
T=2000,19,fcfs,30.422110721480266,1.0982641342864448,13403,2500
T=2000,19,static,28.859483697679625,1.041851966464859,13403,2500
T=2000,19,kupd_50,31.029990300678953,1.1202091053606469,13403,2500
T=2000,19,kupd_200,28.629373274640006,1.0335447840059029,13403,2500
T=2000,19,kupd_500,28.181179586659702,1.0173646097494604,13403,2500
T=2000,19,kupd_2000,27.932693426844736,1.0083940475261544,13403,2500
T=2000,18,genie,25.30333496292675,1.0,12273,2500
